,Date,Low,High,Close,Open,Volume,Adj Close
658,2015-05-28,80.0,81.0745,80.145,80.25,11982008.0,80.145
657,2018-01-09,187.1,188.8,187.87,188.7,12342722.0,187.87
656,2017-10-05,168.6,171.31,171.24,169.18,14013869.0,171.24
655,2012-10-23,19.1,19.8,19.5,19.25,78381200.0,19.5
654,2014-09-22,75.95,77.53,76.8,77.0,31917700.0,76.8
653,2018-06-04,191.47,193.98,193.28,191.84,18939795.0,193.28
652,2012-06-13,27.1,28.1,27.27,27.66,17102800.0,27.27
651,2016-10-26,130.935,132.26,131.04,131.64,13084731.0,131.04
650,2018-02-27,181.46,184.7,181.46,184.45,15649326.0,181.46
649,2015-10-02,88.37,92.2,92.07,88.9,37881652.0,92.07
648,2013-02-08,28.51,29.17,28.545,28.89,37708800.0,28.545
647,2015-09-15,91.79,93.25,92.9,92.37,18859351.0,92.9
646,2017-12-06,171.9,176.77,176.06,172.5,20059293.0,176.06
645,2018-06-07,186.77,190.97,188.18,190.75,21503171.0,188.18
644,2018-01-12,177.4,181.48,179.37,178.06,76645626.0,179.37
643,2012-06-20,31.15,31.9288,31.6,31.92,15553600.0,31.6
642,2017-09-11,172.2,173.89,173.51,172.4,12208441.0,173.51
641,2013-03-22,25.63,26.01,25.73,25.796,18456300.0,25.73
640,2017-12-21,177.05,178.68,177.45,177.94,11050969.0,177.45
639,2014-08-06,71.79,73.72,72.47,72.02,30940200.0,72.47
638,2014-12-16,74.59,77.39,74.69,76.19,31554593.0,74.69
637,2012-12-19,26.95,28.22,27.41,27.83,61390300.0,27.41
636,2015-12-04,104.11,107.73,106.18,104.81,21224721.0,106.18
635,2015-11-24,104.39,106.49,105.74,106.0,23577293.0,105.74
634,2012-08-23,19.36,19.73,19.44,19.5,32813700.0,19.44
633,2014-06-27,66.84,67.7,67.6,67.31,46444300.0,67.6
632,2017-06-22,152.91,154.55,153.4,153.01,12783958.0,153.4
631,2012-08-31,18.03,18.7,18.058,18.68,58764200.0,18.058
630,2016-01-15,93.54,96.38,94.97,93.98,46132781.0,94.97
629,2017-06-26,153.2,156.5,153.59,156.25,17934289.0,153.59
628,2013-11-01,49.72,52.09,49.75,50.85,95033000.0,49.75
627,2013-06-28,24.42,24.98,24.88,24.68,96778900.0,24.88
626,2014-10-08,75.1,77.71,77.52,76.18,32975514.0,77.52
625,2016-01-26,95.66,97.88,97.34,97.76,26877080.0,97.34
624,2015-12-18,103.97,106.59,104.04,106.08,35994199.0,104.04
623,2013-01-04,27.83,28.93,28.76,28.01,72715400.0,28.76
622,2015-11-27,104.86,105.96,105.45,105.78,5913066.0,105.45
621,2015-11-17,104.14,106.2,105.13,104.62,26774146.0,105.13
620,2018-01-05,184.93,186.9,186.85,185.59,13042388.0,186.85
619,2013-11-05,47.51,50.18,50.105,47.79,76835000.0,50.105
618,2013-03-19,26.21,26.9,26.55,26.53,25254200.0,26.55
617,2016-11-11,118.15,120.7,119.02,119.53,32840137.0,119.02
616,2012-09-27,20.16,21.0,20.32,20.99,30215900.0,20.32
615,2016-08-09,124.53,126.09,125.06,125.34,19620967.0,125.06
614,2017-03-10,138.22,139.49,138.79,138.91,16314113.0,138.79
613,2017-05-17,144.42,148.67,144.85,148.0,27908167.0,144.85
612,2012-09-20,22.54,23.24,22.59,23.02,57248900.0,22.59
611,2014-04-22,62.22,63.44,63.0301,62.65,60631000.0,63.0301
610,2014-10-01,75.9,78.82,76.55,78.78,55090157.0,76.55
609,2016-11-23,119.94,121.31,120.84,121.23,15672136.0,120.84
608,2014-09-03,75.6,77.48,75.83,77.14,32330200.0,75.83
607,2015-04-10,81.91,82.61,82.04,82.21,12529738.0,82.04
606,2016-06-06,118.36,119.43,118.79,118.62,12744676.0,118.79
605,2018-02-15,176.84,180.5,179.96,180.5,20554092.0,179.96
604,2015-07-06,86.39,88.1846,87.55,86.49,24635915.0,87.55
603,2015-07-02,86.3401,87.44,87.285,87.4,16908781.0,87.285
602,2012-11-16,22.18,23.93,23.5607,22.25,107182200.0,23.5607
601,2016-08-05,124.6184,125.835,125.15,124.98,20184035.0,125.15
600,2017-03-31,141.89,142.63,142.05,142.31,11478265.0,142.05
599,2015-10-21,96.47,98.18,97.11,97.37,22003730.0,97.11
598,2013-05-31,24.27,24.95,24.348,24.63,35925000.0,24.348
597,2017-09-25,161.56,169.3,162.87,169.24,40538994.0,162.87
596,2016-09-08,129.81,131.08,130.27,130.92,15676595.0,130.27
595,2014-10-28,79.57,81.16,80.77,80.18,74211768.0,80.77
594,2016-04-01,113.35,116.17,116.06,113.75,24760504.0,116.06
593,2018-04-18,165.77,168.12,166.36,166.88,20969568.0,166.36
592,2014-04-21,59.15,61.24,61.24,59.46,60364000.0,61.24
591,2017-11-29,174.0,181.97,175.13,181.89,41843917.0,175.13
590,2016-04-18,109.2,110.81,110.45,109.74,21167199.0,110.45
589,2017-10-16,174.06,175.0,174.52,174.49,11225293.0,174.52
588,2013-01-07,28.65,29.79,29.4213,28.69,83781800.0,29.4213
587,2013-03-14,26.83,27.43,27.04,27.1,27646400.0,27.04
586,2015-08-11,92.9006,94.76,93.62,93.73,22491031.0,93.62
585,2013-09-23,46.29,47.55,47.19,47.28,75177000.0,47.19
584,2017-04-27,146.14,147.75,147.7,146.67,10561420.0,147.7
583,2014-01-23,55.6855,56.68,56.63,56.37,47951800.0,56.63
582,2018-05-09,178.7807,183.01,182.66,179.67,23282811.0,182.66
581,2013-03-18,25.78,26.79,26.49,26.37,26653700.0,26.49
580,2015-12-09,103.55,106.44,104.6,106.18,23517268.0,104.6
579,2015-07-09,85.6499,87.6,85.88,86.73,23307402.0,85.88
578,2012-10-25,22.47,23.31,22.56,23.29,76142000.0,22.56
577,2016-09-06,126.47,129.94,129.73,126.67,26278407.0,129.73
576,2014-12-09,74.78,76.93,76.84,75.2,25358584.0,76.84
575,2014-11-14,74.04,74.93,74.88,74.27,19476878.0,74.88
574,2017-04-18,140.61,141.91,140.96,141.27,14807472.0,140.96
573,2015-04-14,82.44,83.69,83.515,83.17,19634173.0,83.515
572,2015-06-17,81.34,82.22,81.79,81.76,18350287.0,81.79
571,2013-06-21,24.05,24.7,24.53,24.59,45833900.0,24.53
570,2016-06-09,117.71,118.68,118.56,118.13,13859240.0,118.56
569,2016-08-04,122.51,124.79,124.36,122.94,21065974.0,124.36
568,2014-05-02,60.18,61.89,60.46,61.3,54189000.0,60.46
567,2016-03-30,114.355,116.99,114.7,116.73,33235184.0,114.7
